movement_id,date_id,vessel_key,vessel_id,vessel_category,terminal_id,container_count,move_duration,route_geometry,terminal_name,regional_hub,shift,fiscal_year,quarter,month,build_year,vessel_age,suez_period,terminal_total_movements,utilization,load_segment,regional_avg_duration,pct_above_regional,global_avg_duration,pct_above_global,month_name,year_month
447,2024-01-14,Tanker_443,443,Tanker,131,689,172.99894451765851,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Scott Ray,APAC,Night,2024,1,1,1942,,Post-Suez,26,0.84,Normal,509.19575666156277,-66.0,499.53,-65.4,Jan 2024,2024-01
447,2024-01-14,Tanker_443,443,Tanker,131,689,172.99894451765851,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Scott Ray,APAC,Night,2024,1,1,2000,26.0,Post-Suez,26,0.84,Normal,509.19575666156277,-66.0,499.53,-65.4,Jan 2024,2024-01
705,2023-09-14,Container_521,521,Container,733,788,7.635283973146612,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Terry Flores,EMEA,Night,2023,3,9,1999,27.0,Post-Suez,28,0.9,Normal,495.1797462581356,-98.5,499.53,-98.5,Sep 2023,2023-09
705,2023-09-14,Container_521,521,Container,733,788,7.635283973146612,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Terry Flores,EMEA,Night,2023,3,9,1996,30.0,Post-Suez,28,0.9,Normal,495.1797462581356,-98.5,499.53,-98.5,Sep 2023,2023-09
705,2023-09-14,Container_521,521,Container,733,788,7.635283973146612,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Terry Flores,EMEA,Night,2023,3,9,2009,17.0,Post-Suez,28,0.9,Normal,495.1797462581356,-98.5,499.53,-98.5,Sep 2023,2023-09
346,2023-07-26,Passenger_704,704,Passenger,627,988,929.6766453455512,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Night,2023,3,7,1903,,Post-Suez,37,1.19,Normal,494.18812107674495,88.1,499.53,86.1,Jul 2023,2023-07
168,2024-12-05,Container_702,702,Container,282,650,267.9648732792529,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Angel Castillo,EMEA,Night,2024,4,12,1907,,Post-Suez,25,0.81,Normal,495.1797462581356,-45.9,499.53,-46.4,Dec 2024,2024-12
468,2024-07-08,Tanker_15,15,Tanker,672,246,347.57500998846416,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Perez,AMER,Day,2024,3,7,1918,,Post-Suez,16,0.52,Underutilized,501.3849927507171,-30.7,499.53,-30.4,Jul 2024,2024-07
68,2023-03-05,Tanker_974,974,Tanker,215,342,114.84656707737672,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Franklin Hall,AMER,Night,2023,1,3,1944,,Post-Suez,32,1.03,Normal,501.3849927507171,-77.1,499.53,-77.0,Mar 2023,2023-03
68,2023-03-05,Tanker_974,974,Tanker,215,342,114.84656707737672,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Franklin Hall,AMER,Night,2023,1,3,1973,,Post-Suez,32,1.03,Normal,501.3849927507171,-77.1,499.53,-77.0,Mar 2023,2023-03
421,2024-07-27,Cargo_784_2,784,Cargo,705,197,737.0988464683104,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Mercedes Miller,EMEA,Night,2024,3,7,1941,,Post-Suez,33,1.06,Normal,495.1797462581356,48.9,499.53,47.6,Jul 2024,2024-07
421,2024-07-27,Cargo_784_2,784,Cargo,705,197,737.0988464683104,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Mercedes Miller,EMEA,Night,2024,3,7,1922,,Post-Suez,33,1.06,Normal,495.1797462581356,48.9,499.53,47.6,Jul 2024,2024-07
421,2024-07-27,Cargo_784_2,784,Cargo,705,197,737.0988464683104,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Mercedes Miller,EMEA,Night,2024,3,7,2017,9.0,Post-Suez,33,1.06,Normal,495.1797462581356,48.9,499.53,47.6,Jul 2024,2024-07
782,2022-10-13,Cargo_964,964,Cargo,272,498,855.6021147933809,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lauren Little,LATAM,Day,2022,4,10,1956,,Post-Suez,23,0.74,Underutilized,494.18812107674495,73.1,499.53,71.3,Oct 2022,2022-10
782,2022-10-13,Cargo_964,964,Cargo,272,498,855.6021147933809,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lauren Little,LATAM,Day,2022,4,10,1914,,Post-Suez,23,0.74,Underutilized,494.18812107674495,73.1,499.53,71.3,Oct 2022,2022-10
260,2021-09-12,Tanker_891,891,Tanker,778,787,286.57009325826954,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2021,3,9,1993,33.0,Post-Suez,58,1.87,Overloaded,509.19575666156277,-43.7,499.53,-42.6,Sep 2021,2021-09
422,2023-08-20,Cargo_555,555,Cargo,778,291,314.663280239053,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,3,8,1984,,Post-Suez,58,1.87,Overloaded,509.19575666156277,-38.2,499.53,-37.0,Aug 2023,2023-08
422,2023-08-20,Cargo_555,555,Cargo,778,291,314.663280239053,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,3,8,1918,,Post-Suez,58,1.87,Overloaded,509.19575666156277,-38.2,499.53,-37.0,Aug 2023,2023-08
422,2023-08-20,Cargo_555,555,Cargo,778,291,314.663280239053,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,3,8,1959,,Post-Suez,58,1.87,Overloaded,509.19575666156277,-38.2,499.53,-37.0,Aug 2023,2023-08
422,2023-08-20,Cargo_555,555,Cargo,778,291,314.663280239053,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,3,8,2022,4.0,Post-Suez,58,1.87,Overloaded,509.19575666156277,-38.2,499.53,-37.0,Aug 2023,2023-08
153,2024-01-24,Tanker_471,471,Tanker,425,186,965.5735429707784,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Michelle Love,EMEA,Day,2024,1,1,1975,,Post-Suez,24,0.77,Underutilized,495.1797462581356,95.0,499.53,93.3,Jan 2024,2024-01
755,2022-04-02,Cargo_603,603,Cargo,110,126,456.59979795056137,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Steven Lynn,EMEA,Night,2022,2,4,1967,,Post-Suez,30,0.97,Normal,495.1797462581356,-7.8,499.53,-8.6,Apr 2022,2022-04
755,2022-04-02,Cargo_603,603,Cargo,110,126,456.59979795056137,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Steven Lynn,EMEA,Night,2022,2,4,1975,,Post-Suez,30,0.97,Normal,495.1797462581356,-7.8,499.53,-8.6,Apr 2022,2022-04
800,2023-02-09,Passenger_559,559,Passenger,374,433,611.5020400073219,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Diamond Newman,EMEA,Day,2023,1,2,1949,,Post-Suez,31,1.0,Normal,495.1797462581356,23.5,499.53,22.4,Feb 2023,2023-02
689,2021-10-30,Tanker_754,754,Tanker,374,399,957.438147667012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Diamond Newman,EMEA,Day,2021,4,10,2015,11.0,Post-Suez,31,1.0,Normal,495.1797462581356,93.4,499.53,91.7,Oct 2021,2021-10
330,2021-07-07,Cargo_110,110,Cargo,215,317,324.44279058544123,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Franklin Hall,AMER,Day,2021,3,7,1938,,Post-Suez,32,1.03,Normal,501.3849927507171,-35.3,499.53,-35.0,Jul 2021,2021-07
953,2023-03-22,Tanker_446_2,446,Tanker,778,453,641.7915197630012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,1,3,1956,,Post-Suez,58,1.87,Overloaded,509.19575666156277,26.0,499.53,28.5,Mar 2023,2023-03
953,2023-03-22,Tanker_446_2,446,Tanker,778,453,641.7915197630012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,1,3,1935,,Post-Suez,58,1.87,Overloaded,509.19575666156277,26.0,499.53,28.5,Mar 2023,2023-03
953,2023-03-22,Tanker_446_2,446,Tanker,778,453,641.7915197630012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,1,3,2006,20.0,Post-Suez,58,1.87,Overloaded,509.19575666156277,26.0,499.53,28.5,Mar 2023,2023-03
953,2023-03-22,Tanker_446_2,446,Tanker,778,453,641.7915197630012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,1,3,1915,,Post-Suez,58,1.87,Overloaded,509.19575666156277,26.0,499.53,28.5,Mar 2023,2023-03
686,2024-12-16,Tanker_489,489,Tanker,672,647,254.51564825688445,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Perez,AMER,Day,2024,4,12,1926,,Post-Suez,16,0.52,Underutilized,501.3849927507171,-49.2,499.53,-49.0,Dec 2024,2024-12
686,2024-12-16,Tanker_489,489,Tanker,672,647,254.51564825688445,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Perez,AMER,Day,2024,4,12,2009,17.0,Post-Suez,16,0.52,Underutilized,501.3849927507171,-49.2,499.53,-49.0,Dec 2024,2024-12
646,2022-06-07,Tanker_691,691,Tanker,99,44,575.6681103295621,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Kayla Mitchell,APAC,Night,2022,2,6,1988,,Post-Suez,34,1.1,Normal,509.19575666156277,13.1,499.53,15.2,Jun 2022,2022-06
857,2021-08-14,Passenger_850,850,Passenger,154,891,541.1145627207345,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Andrew Baldwin,EMEA,Night,2021,3,8,1920,,Post-Suez,31,1.0,Normal,495.1797462581356,9.3,499.53,8.3,Aug 2021,2021-08
857,2021-08-14,Passenger_850,850,Passenger,154,891,541.1145627207345,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Andrew Baldwin,EMEA,Night,2021,3,8,1909,,Post-Suez,31,1.0,Normal,495.1797462581356,9.3,499.53,8.3,Aug 2021,2021-08
882,2022-09-13,Container_575,575,Container,506,305,261.0382253042087,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Patricia Gallegos,APAC,Night,2022,3,9,1907,,Post-Suez,28,0.9,Normal,509.19575666156277,-48.7,499.53,-47.7,Sep 2022,2022-09
77,2023-11-03,Container_364,364,Container,45,138,988.770884361972,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Melton,AMER,Night,2023,4,11,1944,,Post-Suez,28,0.9,Normal,501.3849927507171,97.2,499.53,97.9,Nov 2023,2023-11
77,2023-11-03,Container_364,364,Container,45,138,988.770884361972,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Melton,AMER,Night,2023,4,11,1933,,Post-Suez,28,0.9,Normal,501.3849927507171,97.2,499.53,97.9,Nov 2023,2023-11
77,2023-11-03,Container_364,364,Container,45,138,988.770884361972,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Melton,AMER,Night,2023,4,11,1950,,Post-Suez,28,0.9,Normal,501.3849927507171,97.2,499.53,97.9,Nov 2023,2023-11
765,2023-08-05,Passenger_850,850,Passenger,563,547,443.0125422624383,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Morgan,LATAM,Day,2023,3,8,1920,,Post-Suez,40,1.29,Normal,494.18812107674495,-10.4,499.53,-11.3,Aug 2023,2023-08
765,2023-08-05,Passenger_850,850,Passenger,563,547,443.0125422624383,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Morgan,LATAM,Day,2023,3,8,1909,,Post-Suez,40,1.29,Normal,494.18812107674495,-10.4,499.53,-11.3,Aug 2023,2023-08
206,2024-04-07,Cargo_76,76,Cargo,895,521,31.377488215590944,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2024,2,4,1940,,Post-Suez,34,1.1,Normal,501.3849927507171,-93.7,499.53,-93.7,Apr 2024,2024-04
753,2021-12-07,Tanker_466,466,Tanker,672,499,462.1035906029292,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Perez,AMER,Day,2021,4,12,2008,18.0,Post-Suez,16,0.52,Underutilized,501.3849927507171,-7.8,499.53,-7.5,Dec 2021,2021-12
651,2022-02-25,Passenger_293,293,Passenger,395,1000,965.8276912082644,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shawn Martinez,APAC,Night,2022,1,2,1967,,Post-Suez,32,1.03,Normal,509.19575666156277,89.7,499.53,93.3,Feb 2022,2022-02
910,2024-01-13,Passenger_472,472,Passenger,99,579,863.9961151588385,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Kayla Mitchell,APAC,Night,2024,1,1,1934,,Post-Suez,34,1.1,Normal,509.19575666156277,69.7,499.53,73.0,Jan 2024,2024-01
111,2024-09-27,Passenger_296,296,Passenger,189,965,323.80469573785655,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sara Sanders,EMEA,Night,2024,3,9,1935,,Post-Suez,28,0.9,Normal,495.1797462581356,-34.6,499.53,-35.2,Sep 2024,2024-09
295,2021-12-23,Tanker_572,572,Tanker,224,555,727.2647332220413,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lisa Carter,LATAM,Night,2021,4,12,2001,25.0,Post-Suez,42,1.35,High Load,494.18812107674495,47.2,499.53,45.6,Dec 2021,2021-12
295,2021-12-23,Tanker_572,572,Tanker,224,555,727.2647332220413,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lisa Carter,LATAM,Night,2021,4,12,1995,31.0,Post-Suez,42,1.35,High Load,494.18812107674495,47.2,499.53,45.6,Dec 2021,2021-12
569,2021-02-12,Passenger_906,906,Passenger,748,643,136.20685733804982,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Cindy Martin,EMEA,Night,2021,1,2,1989,,Pre-Suez,32,1.03,Normal,495.1797462581356,-72.5,499.53,-72.7,Feb 2021,2021-02
569,2021-02-12,Passenger_906,906,Passenger,748,643,136.20685733804982,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Cindy Martin,EMEA,Night,2021,1,2,1972,,Pre-Suez,32,1.03,Normal,495.1797462581356,-72.5,499.53,-72.7,Feb 2021,2021-02
290,2024-11-10,Passenger_545,54,Passenger,131,819,459.6245441211886,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Scott Ray,APAC,Night,2024,4,11,1977,,Post-Suez,26,0.84,Normal,509.19575666156277,-9.7,499.53,-8.0,Nov 2024,2024-11
339,2024-07-10,Passenger_97,97,Passenger,629,391,505.7506528568225,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Welch,AMER,Night,2024,3,7,1990,36.0,Post-Suez,27,0.87,Normal,501.3849927507171,0.9,499.53,1.2,Jul 2024,2024-07
554,2024-06-26,Tanker_115,115,Tanker,131,187,475.19700854731127,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Scott Ray,APAC,Day,2024,2,6,1961,,Post-Suez,26,0.84,Normal,509.19575666156277,-6.7,499.53,-4.9,Jun 2024,2024-06
622,2021-02-10,Container_367,367,Container,374,744,954.345447298581,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Diamond Newman,EMEA,Day,2021,1,2,1918,,Pre-Suez,31,1.0,Normal,495.1797462581356,92.7,499.53,91.1,Feb 2021,2021-02
622,2021-02-10,Container_367,367,Container,374,744,954.345447298581,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Diamond Newman,EMEA,Day,2021,1,2,1976,,Pre-Suez,31,1.0,Normal,495.1797462581356,92.7,499.53,91.1,Feb 2021,2021-02
622,2021-02-10,Container_367,367,Container,374,744,954.345447298581,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Diamond Newman,EMEA,Day,2021,1,2,1900,,Pre-Suez,31,1.0,Normal,495.1797462581356,92.7,499.53,91.1,Feb 2021,2021-02
445,2023-04-03,Container_764_2,764,Container,761,233,172.68913051388867,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",David Dixon,LATAM,Night,2023,2,4,1916,,Post-Suez,52,1.68,High Load,494.18812107674495,-65.1,499.53,-65.4,Apr 2023,2023-04
445,2023-04-03,Container_764_2,764,Container,761,233,172.68913051388867,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",David Dixon,LATAM,Night,2023,2,4,1964,,Post-Suez,52,1.68,High Load,494.18812107674495,-65.1,499.53,-65.4,Apr 2023,2023-04
155,2022-05-11,Cargo_315,315,Cargo,803,134,74.26547659333104,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Michael Stewart,EMEA,Day,2022,2,5,1987,,Post-Suez,31,1.0,Normal,495.1797462581356,-85.0,499.53,-85.1,May 2022,2022-05
624,2021-09-30,Tanker_990,990,Tanker,131,79,199.98319442575607,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Scott Ray,APAC,Night,2021,3,9,1913,,Post-Suez,26,0.84,Normal,509.19575666156277,-60.7,499.53,-60.0,Sep 2021,2021-09
925,2021-09-18,Tanker_470,470,Tanker,883,711,987.3050996960482,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sandra Lopez,LATAM,Day,2021,3,9,1951,,Post-Suez,32,1.03,Normal,494.18812107674495,99.8,499.53,97.6,Sep 2021,2021-09
925,2021-09-18,Tanker_470,470,Tanker,883,711,987.3050996960482,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sandra Lopez,LATAM,Day,2021,3,9,1941,,Post-Suez,32,1.03,Normal,494.18812107674495,99.8,499.53,97.6,Sep 2021,2021-09
327,2023-02-03,Container_383,383,Container,291,567,213.6778231345765,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Ramirez,APAC,Night,2023,1,2,1978,,Post-Suez,29,0.94,Normal,509.19575666156277,-58.0,499.53,-57.2,Feb 2023,2023-02
694,2021-03-19,Tanker_925,925,Tanker,803,27,426.5043187318468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Michael Stewart,EMEA,Night,2021,1,3,2010,16.0,Suez Disruption,31,1.0,Normal,495.1797462581356,-13.9,499.53,-14.6,Mar 2021,2021-03
694,2021-03-19,Tanker_925,925,Tanker,803,27,426.5043187318468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Michael Stewart,EMEA,Night,2021,1,3,1968,,Suez Disruption,31,1.0,Normal,495.1797462581356,-13.9,499.53,-14.6,Mar 2021,2021-03
618,2024-09-06,Cargo_939,939,Cargo,189,188,292.6693472724574,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sara Sanders,EMEA,Day,2024,3,9,2005,21.0,Post-Suez,28,0.9,Normal,495.1797462581356,-40.9,499.53,-41.4,Sep 2024,2024-09
675,2023-02-26,Container_201,201,Container,599,90,545.2231973102914,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Park,EMEA,Day,2023,1,2,1997,29.0,Post-Suez,33,1.06,Normal,495.1797462581356,10.1,499.53,9.1,Feb 2023,2023-02
675,2023-02-26,Container_201,201,Container,599,90,545.2231973102914,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Park,EMEA,Day,2023,1,2,2020,6.0,Post-Suez,33,1.06,Normal,495.1797462581356,10.1,499.53,9.1,Feb 2023,2023-02
560,2023-05-16,Tanker_137,137,Tanker,189,280,990.4465806711132,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sara Sanders,EMEA,Day,2023,2,5,1912,,Post-Suez,28,0.9,Normal,495.1797462581356,100.0,499.53,98.3,May 2023,2023-05
683,2023-09-15,Tanker_533_2,533,Tanker,883,284,703.9332777474558,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sandra Lopez,LATAM,Night,2023,3,9,1966,,Post-Suez,32,1.03,Normal,494.18812107674495,42.4,499.53,40.9,Sep 2023,2023-09
683,2023-09-15,Tanker_533_2,533,Tanker,883,284,703.9332777474558,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sandra Lopez,LATAM,Night,2023,3,9,1970,,Post-Suez,32,1.03,Normal,494.18812107674495,42.4,499.53,40.9,Sep 2023,2023-09
609,2021-11-13,Cargo_254,25,Cargo,490,374,405.8603447795872,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2021,4,11,1993,33.0,Post-Suez,42,1.35,High Load,501.3849927507171,-19.1,499.53,-18.8,Nov 2021,2021-11
752,2023-05-16,Tanker_508_2,508,Tanker,895,457,872.2566186588712,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2023,2,5,1974,,Post-Suez,34,1.1,Normal,501.3849927507171,74.0,499.53,74.6,May 2023,2023-05
752,2023-05-16,Tanker_508_2,508,Tanker,895,457,872.2566186588712,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2023,2,5,1920,,Post-Suez,34,1.1,Normal,501.3849927507171,74.0,499.53,74.6,May 2023,2023-05
51,2022-06-20,Container_132,132,Container,113,86,716.9294553928993,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Night,2022,2,6,1901,,Post-Suez,28,0.9,Normal,495.1797462581356,44.8,499.53,43.5,Jun 2022,2022-06
51,2022-06-20,Container_132,132,Container,113,86,716.9294553928993,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Night,2022,2,6,2019,7.0,Post-Suez,28,0.9,Normal,495.1797462581356,44.8,499.53,43.5,Jun 2022,2022-06
435,2024-03-22,Passenger_155,155,Passenger,369,412,733.8202928773228,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Seth Jackson,APAC,Day,2024,1,3,1906,,Post-Suez,25,0.81,Normal,509.19575666156277,44.1,499.53,46.9,Mar 2024,2024-03
86,2022-03-08,Container_319,319,Container,598,578,84.16015248875752,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Night,2022,1,3,1907,,Post-Suez,41,1.32,High Load,495.1797462581356,-83.0,499.53,-83.2,Mar 2022,2022-03
997,2023-03-31,Passenger_633,633,Passenger,895,672,732.9416078373059,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2023,1,3,1933,,Post-Suez,34,1.1,Normal,501.3849927507171,46.2,499.53,46.7,Mar 2023,2023-03
833,2024-06-09,Cargo_769,76,Cargo,395,98,161.34442454901676,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shawn Martinez,APAC,Night,2024,2,6,1940,,Post-Suez,32,1.03,Normal,509.19575666156277,-68.3,499.53,-67.7,Jun 2024,2024-06
743,2024-10-28,Cargo_717,717,Cargo,328,410,738.3766557905132,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Anderson,EMEA,Day,2024,4,10,1913,,Post-Suez,19,0.61,Underutilized,495.1797462581356,49.1,499.53,47.8,Oct 2024,2024-10
743,2024-10-28,Cargo_717,717,Cargo,328,410,738.3766557905132,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Anderson,EMEA,Day,2024,4,10,1996,30.0,Post-Suez,19,0.61,Underutilized,495.1797462581356,49.1,499.53,47.8,Oct 2024,2024-10
771,2021-09-21,Tanker_238,238,Tanker,930,539,647.708402704766,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Regina White,EMEA,Day,2021,3,9,1911,,Post-Suez,39,1.26,Normal,495.1797462581356,30.8,499.53,29.7,Sep 2021,2021-09
237,2024-09-07,Tanker_24,24,Tanker,224,522,983.6354807652764,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lisa Carter,LATAM,Day,2024,3,9,1958,,Post-Suez,42,1.35,High Load,494.18812107674495,99.0,499.53,96.9,Sep 2024,2024-09
846,2022-01-31,Container_614,614,Container,598,992,454.7453181314153,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Night,2022,1,1,2006,20.0,Post-Suez,41,1.32,High Load,495.1797462581356,-8.2,499.53,-9.0,Jan 2022,2022-01
464,2023-08-23,Cargo_918,918,Cargo,154,402,769.7220760542662,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Andrew Baldwin,EMEA,Day,2023,3,8,2006,20.0,Post-Suez,31,1.0,Normal,495.1797462581356,55.4,499.53,54.1,Aug 2023,2023-08
546,2024-03-13,Tanker_885,885,Tanker,563,921,748.5252906404742,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Morgan,LATAM,Night,2024,1,3,1976,,Post-Suez,40,1.29,Normal,494.18812107674495,51.5,499.53,49.8,Mar 2024,2024-03
