movement_id,date_id,vessel_key,vessel_id,vessel_category,terminal_id,container_count,move_duration,route_geometry
733,2022-03-25,Tanker_737,737,Tanker,812,494,949.9841541966556,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
914,2024-01-28,Container_429,429,Container,215,758,234.371243837171,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
496,2021-02-01,Container_535,535,Container,328,739,145.03216140973117,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
88,2022-11-16,Passenger_927,927,Passenger,930,616,741.8238075664384,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
370,2022-09-30,Container_431,431,Container,291,208,522.5769292667015,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
407,2021-11-21,Container_401,401,Container,761,422,895.6474076625377,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
937,2023-03-23,Cargo_158,158,Cargo,705,817,542.637100526501,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
943,2024-09-22,Passenger_842,842,Passenger,425,310,505.4676114321435,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
569,2021-11-02,Tanker_572,572,Tanker,99,660,206.1618785868481,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
951,2022-04-25,Tanker_664,664,Tanker,198,828,949.7737873711638,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
436,2022-12-28,Passenger_953,953,Passenger,708,533,664.4902183375012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
411,2022-04-12,Passenger_298,298,Passenger,748,507,601.5687213678658,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
837,2024-09-10,Container_735,735,Container,563,187,790.055748338406,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
668,2021-12-09,Container_861,861,Container,506,496,101.27098690364512,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
522,2023-10-03,Cargo_672,672,Cargo,532,41,866.4134464678407,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
457,2021-06-11,Container_702,70,Container,629,113,500.4827108321135,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
706,2024-03-10,Container_548,548,Container,425,542,802.2130587667884,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
754,2024-12-28,Passenger_800,800,Passenger,371,218,712.6308203179267,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
491,2024-08-18,Passenger_117,117,Passenger,189,347,451.25991011291313,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
31,2024-10-26,Tanker_115,115,Tanker,961,360,769.7098238798941,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
101,2022-01-24,Tanker_367,367,Tanker,627,473,720.6911408919306,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
144,2023-11-14,Passenger_962,962,Passenger,627,699,3.7218828656436775,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
462,2023-08-11,Cargo_695,695,Cargo,930,446,709.2474381968816,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
614,2024-07-07,Passenger_19,19,Passenger,328,846,508.78869857126585,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
804,2021-10-21,Cargo_114,114,Cargo,627,482,839.4708552829813,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
232,2022-12-27,Cargo_873,873,Cargo,599,993,809.6444611301552,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
787,2022-02-26,Cargo_747,747,Cargo,599,1000,170.6485140200543,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
666,2022-11-29,Tanker_878,878,Tanker,957,427,21.758667628387627,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
51,2024-09-22,Container_962,962,Container,733,766,196.32542826127383,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
351,2022-12-21,Container_175,175,Container,350,453,741.1252711995522,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
302,2021-10-24,Passenger_629,629,Passenger,350,876,871.3513888277652,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
887,2021-03-31,Tanker_591,591,Tanker,672,766,700.5740162643568,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
922,2022-12-03,Tanker_230,230,Tanker,672,338,820.5876952604409,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
820,2021-07-01,Container_261,261,Container,113,321,587.2408763647866,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
528,2022-08-25,Container_845,845,Container,598,881,506.520676739974,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
493,2021-12-09,Passenger_199,19,Passenger,45,541,970.3640236057996,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
311,2023-12-12,Container_141,141,Container,598,695,80.59015850826978,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
773,2022-01-08,Tanker_878,878,Tanker,733,677,421.35426832000655,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
86,2023-07-03,Tanker_230,230,Tanker,490,166,278.0572327088645,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
271,2024-01-08,Cargo_868,86,Cargo,215,236,122.0509743197693,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
135,2024-10-28,Passenger_897_2,89,Passenger,490,901,605.5769975981716,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
494,2023-07-31,Passenger_916,916,Passenger,110,279,263.2503770235989,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
300,2023-02-05,Tanker_285,285,Tanker,930,869,462.9645461871552,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
197,2022-04-22,Tanker_173,173,Tanker,883,356,136.58860818782438,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
376,2023-11-25,Passenger_976_2,97,Passenger,748,847,389.98651105971385,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
861,2024-10-31,Passenger_804,804,Passenger,45,578,200.25484428509856,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
558,2022-06-27,Passenger_495,495,Passenger,154,99,896.9370826070563,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
823,2021-03-25,Cargo_953,953,Cargo,728,270,522.3961592740895,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
914,2023-10-16,Cargo_310_2,310,Cargo,930,953,799.5435850654402,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
903,2024-10-13,Tanker_456,456,Tanker,369,208,485.726332337076,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
351,2021-07-09,Passenger_976,976,Passenger,425,227,42.384310948278994,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
878,2024-10-13,Tanker_779,779,Tanker,961,149,694.553559774293,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
910,2022-06-27,Container_174,174,Container,803,610,47.82343205672734,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
960,2022-01-02,Tanker_126,126,Tanker,812,810,395.0404285906909,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
351,2023-10-05,Passenger_199,19,Passenger,745,937,546.9393546589715,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
228,2021-07-01,Passenger_683,683,Passenger,395,886,779.8283154915542,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
584,2021-08-28,Container_922,92,Container,733,884,898.5997666054488,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
932,2022-12-24,Cargo_833,833,Cargo,110,905,204.8137810604368,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
901,2022-06-21,Passenger_151,151,Passenger,705,568,663.572148545963,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
571,2023-12-08,Tanker_556,556,Tanker,169,822,470.2287235607653,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
149,2021-08-06,Tanker_664,664,Tanker,705,635,767.5157086734012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
422,2023-11-04,Passenger_737,737,Passenger,957,137,939.8437523305536,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
714,2023-02-12,Passenger_266,266,Passenger,272,24,532.9671141259,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
560,2024-07-05,Cargo_698_2,698,Cargo,350,97,286.7710148604144,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
345,2023-11-04,Passenger_330,330,Passenger,291,346,798.5091972593257,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
342,2021-07-06,Cargo_541,541,Cargo,189,499,526.7358805253436,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
59,2024-02-13,Passenger_394,394,Passenger,961,639,882.278395257868,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
288,2023-05-28,Passenger_437,437,Passenger,761,521,566.0731394360599,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
670,2021-08-28,Container_962,962,Container,45,366,937.1229536058293,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
241,2023-05-21,Tanker_658,65,Tanker,197,733,17.536618802343142,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
994,2024-08-08,Container_51,51,Container,291,862,738.9588292709591,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
82,2024-10-22,Cargo_1000,1000,Cargo,748,223,346.5379583420106,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
589,2023-07-26,Passenger_503,503,Passenger,529,261,668.620374118102,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
497,2022-01-03,Tanker_470,470,Tanker,291,931,942.3467686739212,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
834,2024-01-16,Container_380,380,Container,113,971,653.9111771619658,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
888,2023-12-27,Cargo_410,410,Cargo,629,310,744.9853759787763,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
544,2024-12-04,Container_146,146,Container,131,509,158.05045063621392,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
630,2024-10-08,Container_730,730,Container,883,578,170.51804685769855,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
699,2022-07-27,Container_579,579,Container,369,635,573.4263864465398,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
521,2023-08-15,Tanker_974,974,Tanker,708,865,430.60447322814576,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
185,2021-08-02,Container_497,497,Container,812,105,111.15054397689094,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
429,2024-12-15,Passenger_234,234,Passenger,110,523,728.3353495056485,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
241,2021-08-02,Passenger_704,704,Passenger,563,216,698.9566066520443,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
464,2021-07-29,Container_604,604,Container,812,754,91.57577976188902,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
615,2022-09-14,Tanker_230,230,Tanker,198,597,48.65678698342779,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
209,2022-04-09,Container_249,249,Container,425,749,378.81332202355566,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
249,2024-08-30,Cargo_373,373,Cargo,598,906,632.9341915393509,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
823,2023-07-31,Cargo_794,794,Cargo,761,790,893.5675180448023,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
378,2022-06-27,Passenger_257,257,Passenger,930,854,434.50557311749793,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
198,2024-10-04,Tanker_443,443,Tanker,529,811,84.10298712626307,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
713,2023-12-08,Tanker_140,14,Tanker,110,626,840.4660548178111,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
717,2023-04-05,Passenger_859_2,859,Passenger,154,392,124.89985534479553,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
826,2024-09-07,Tanker_65,65,Tanker,490,336,637.3912902599023,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
760,2024-05-30,Passenger_775,775,Passenger,761,363,413.4533935880158,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
992,2024-02-21,Passenger_571,571,Passenger,45,608,909.5701335786014,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
575,2022-09-24,Container_579,579,Container,627,804,704.9109107077214,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
287,2023-02-23,Container_864,864,Container,672,367,0.1425960488177224,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
863,2021-03-20,Container_805_2,805,Container,189,580,372.7619386105401,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
265,2023-12-04,Container_318,318,Container,957,414,180.30907782636012,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
291,2023-02-12,Tanker_499,499,Tanker,629,608,283.5315015802299,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
829,2023-05-31,Cargo_854,854,Cargo,110,819,398.9557617233023,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
882,2022-06-13,Container_548,548,Container,812,412,541.3851011981128,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
339,2024-10-20,Tanker_351,35,Tanker,387,397,798.3816847047678,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
730,2024-03-07,Passenger_859_2,859,Passenger,627,201,86.42823504739694,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
923,2024-12-08,Passenger_154,154,Passenger,728,499,441.10336737647225,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
799,2023-03-18,Tanker_828,828,Tanker,532,457,850.7182183831898,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
4,2022-08-31,Cargo_302_2,302,Cargo,778,160,432.1802367474805,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
665,2024-09-06,Cargo_316,316,Cargo,131,970,519.2950055843631,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
170,2024-10-05,Container_514,514,Container,728,860,778.6059627648166,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
847,2024-07-29,Cargo_851,851,Cargo,197,291,712.8944235274386,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
67,2022-01-02,Container_94,94,Container,930,945,509.997739279503,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
994,2021-12-22,Tanker_891,891,Tanker,930,272,967.0930713904468,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
177,2023-09-10,Cargo_407,407,Cargo,154,419,36.21355145988214,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
420,2022-10-05,Tanker_14,14,Tanker,803,130,54.51025804354759,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
234,2022-02-23,Passenger_266,266,Passenger,748,612,427.3624852491788,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
814,2024-12-07,Container_545,545,Container,705,481,157.84931760293986,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
393,2024-01-20,Tanker_797,797,Tanker,490,267,216.50835290690296,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
745,2023-02-19,Passenger_584,584,Passenger,328,288,150.082534193827,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
67,2024-08-01,Cargo_310_2,310,Cargo,599,936,692.3689464473933,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
453,2023-09-30,Cargo_494,494,Cargo,369,687,421.2685075173994,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
911,2023-09-29,Cargo_683,683,Cargo,387,153,834.174733195335,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
927,2022-10-13,Passenger_584,584,Passenger,803,135,250.3842881127172,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
208,2023-10-09,Container_457,457,Container,291,70,623.4264005665889,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
394,2022-05-21,Passenger_747,747,Passenger,895,247,213.4418285791132,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
409,2023-10-11,Container_364,364,Container,374,738,14.484178878052646,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
566,2021-01-01,Container_932,932,Container,745,61,688.9183817702282,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
537,2024-06-08,Cargo_316_2,316,Cargo,930,249,145.51993145066888,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
106,2022-01-09,Passenger_306,306,Passenger,737,41,693.8106553068392,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
763,2024-03-04,Container_515,51,Container,369,650,690.67143272546,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
226,2022-03-14,Container_297,297,Container,930,814,668.1440142349153,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
315,2024-07-03,Passenger_805,805,Passenger,154,529,591.959767806524,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
841,2021-12-05,Tanker_637,637,Tanker,215,906,884.9222742930335,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
690,2022-07-19,Container_774,774,Container,627,689,75.63666157079929,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
396,2021-09-26,Tanker_489,489,Tanker,369,764,931.8190021440428,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
913,2023-01-13,Container_661,661,Container,895,313,65.96935361291312,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
394,2023-12-19,Tanker_295,295,Tanker,599,866,495.32336280477006,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
566,2021-01-19,Container_196,196,Container,110,631,923.2329805122292,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
246,2023-08-28,Tanker_417,417,Tanker,803,86,268.929281192013,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
183,2024-04-22,Passenger_89,89,Passenger,460,82,837.9045617097141,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
492,2024-04-20,Container_796,796,Container,369,899,593.1891411101856,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
563,2023-12-27,Passenger_445,445,Passenger,197,275,861.1857431216952,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
806,2024-03-06,Tanker_538,538,Tanker,506,466,48.56736762739444,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
391,2024-03-28,Passenger_313,313,Passenger,629,761,555.9413500296731,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
896,2024-05-31,Container_51,51,Container,215,769,188.6510717288585,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
607,2023-05-21,Container_164,164,Container,169,27,18.06854566059335,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
70,2023-06-29,Passenger_208,208,Passenger,198,616,688.9543417313909,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
739,2024-05-24,Cargo_136,136,Cargo,737,914,749.6839969587598,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
575,2021-05-07,Tanker_143,143,Tanker,627,350,736.2961774371018,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
389,2021-04-13,Cargo_200,200,Cargo,215,543,726.9753151757526,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
467,2022-06-07,Tanker_637,637,Tanker,110,265,799.9418267825458,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
302,2023-03-27,Container_521,521,Container,131,721,469.5897634066253,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
614,2021-12-04,Passenger_153,153,Passenger,895,118,347.57591017289224,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
567,2022-07-08,Cargo_158,158,Cargo,131,519,770.9631173544855,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
447,2024-02-22,Passenger_306,306,Passenger,374,413,666.460578307248,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
285,2024-03-28,Tanker_899,899,Tanker,387,641,200.0063662715436,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
399,2021-04-11,Passenger_296,29,Passenger,745,494,435.2931933322412,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
498,2022-06-19,Cargo_278,278,Cargo,169,982,182.1726597684309,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
472,2022-02-15,Passenger_559,559,Passenger,737,984,778.9033764440102,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
309,2023-01-20,Cargo_167,167,Cargo,395,284,247.13094822075053,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
582,2024-02-22,Passenger_293,293,Passenger,957,37,622.6956113544438,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
226,2022-11-20,Container_604,604,Container,113,493,735.3673702178,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
501,2023-06-25,Cargo_949,949,Cargo,460,590,991.6040189185912,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
121,2022-12-10,Cargo_284,284,Cargo,374,752,433.1425526615837,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
472,2021-06-21,Cargo_744,744,Cargo,328,525,872.4605134511319,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
784,2023-05-22,Cargo_139,13,Cargo,812,586,664.3539276248615,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
818,2023-12-07,Tanker_615,61,Tanker,895,22,8.448381515933633,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
695,2024-02-21,Tanker_846,846,Tanker,282,763,391.2790898693519,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
746,2022-08-01,Container_381,381,Container,272,330,394.1181080161291,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
66,2024-06-28,Cargo_847,847,Cargo,425,384,119.62515003750065,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
341,2023-08-28,Container_429,429,Container,627,423,437.08996176274616,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
654,2023-04-01,Passenger_847,847,Passenger,812,71,116.45961209869328,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
801,2024-10-26,Tanker_391,391,Tanker,728,494,835.3844891108739,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}"
